TransactionID,BorrowDate,DueDate,ReturnDate,TransactionStatus,OverdueFlag,LoanDurationDays,DaysOverdue,MemberID,Age,AgeGroup,Gender,MembershipType,City,BookTitle,Author,Category,PublishedYear,BookPriceNPR,FineAmountNPR,BorrowYear
T001921,2025-01-30,2025-02-20,,Borrowed,On Time,,,M01352,29,26-35,Female,Faculty,Biratnagar,Practical Cyber Security Techniques,Andrea Cobb,Business,2018,825,0,2025
T001922,2025-02-05,2025-02-26,,Borrowed,On Time,,,M00838,24,18-25,Female,Faculty,Kathmandu,Advanced Economics Handbook,Anthony Salas,Computer Science,2012,1050,0,2025
T001923,2025-02-04,2025-02-21,,Borrowed,On Time,,,M01367,43,36-50,Male,Student,Kathmandu,Modern Networking Techniques,Matthew Johnson,Psychology,2021,900,0,2025
T001924,2024-01-19,2024-02-03,2024-02-14,Returned,Overdue,26.0,11.0,M01339,29,26-35,Female,Student,Pokhara,Essential Computer Science Concepts,Ronnie Collins,Computer Science,2013,1125,110,2024
T001925,2025-01-11,2025-01-30,2025-02-05,Returned,Overdue,25.0,6.0,M01795,17,Under 18,Male,Faculty,Biratnagar,Practical Self Help Handbook,Jeffrey Davis,History,2008,975,60,2025
T001926,2024-05-11,2024-06-03,,Borrowed,On Time,,,M00613,15,Under 18,Female,Faculty,Kathmandu,Practical Finance Handbook,Crystal Miller,Self Help,2011,350,0,2024
T001927,2024-02-22,2024-03-07,2024-03-04,Returned,On Time,11.0,0.0,M01724,24,18-25,Female,Student,Kathmandu,Advanced Fiction Guide,Curtis Castaneda,Marketing,2010,2425,0,2024
T001928,2025-11-17,2025-12-03,2025-12-01,Returned,On Time,14.0,0.0,M01059,74,65+,Female,Student,Kathmandu,Practical Self Help Concepts,Brian Lopez,Business,2012,1375,0,2025
T001929,2024-07-22,2024-08-11,2024-08-21,Returned,Overdue,30.0,10.0,M00477,43,36-50,Male,Faculty,Nepalgunj,Modern Computer Science Applications,Andrew Scott,Fiction,2011,2125,100,2024
T001930,2025-05-11,2025-06-01,2025-05-29,Returned,On Time,18.0,0.0,M01626,38,36-50,Male,Faculty,Kathmandu,Advanced Networking Techniques,Steven Daugherty,Economics,2024,925,0,2025
T001931,2024-10-09,2024-11-02,2024-11-01,Returned,On Time,23.0,0.0,M00640,21,18-25,Male,Researcher,Kathmandu,Essential Machine Learning Applications,Paul Jackson,Psychology,2016,1825,0,2024
T001932,2025-01-25,2025-02-15,2025-02-15,Returned,On Time,21.0,0.0,M01166,37,36-50,Male,Researcher,Biratnagar,Practical Fiction Applications,Dr. Kara Flores,Business,2018,1975,0,2025
T001933,2025-03-06,2025-03-17,2025-03-16,Returned,On Time,10.0,0.0,M00109,38,36-50,Male,Public,Pokhara,Practical History Guide,Kaylee Burgess MD,Fiction,2012,775,0,2025
T001934,2024-01-25,2024-02-15,2024-02-12,Returned,On Time,18.0,0.0,M00473,62,51-65,Male,Researcher,Pokhara,Modern Cyber Security Concepts,Erica Hale,Economics,2018,2400,0,2024
T001935,2024-03-26,2024-04-04,2024-05-02,Returned,Overdue,37.0,28.0,M00764,19,18-25,Female,Public,Kathmandu,Modern Cyber Security Guide,Ashley Owen,AI,2014,1600,280,2024
T001936,2025-08-20,2025-08-28,,Borrowed,On Time,,,M01784,46,36-50,Female,Public,Pokhara,Essential Finance Guide,Lance Atkins,Machine Learning,2008,1975,0,2025
T001937,2024-02-16,2024-03-01,2024-02-29,Returned,On Time,13.0,0.0,M01027,76,65+,Male,Student,Kathmandu,Modern Marketing Applications,Sandra Sloan,Fiction,2015,1675,0,2024
T001938,2024-01-20,2024-02-02,2024-01-31,Returned,On Time,11.0,0.0,M00529,42,36-50,Male,Public,Nepalgunj,Essential Fiction Guide,Jessica Lee,Finance,2009,450,0,2024
T001939,2025-12-27,2026-01-07,2026-01-07,Returned,On Time,11.0,0.0,M00618,57,51-65,Male,Public,Kathmandu,Practical Computer Science Applications,Jeffrey Randall MD,Data Science,2019,750,0,2025
T001940,2025-09-27,2025-10-17,,Borrowed,On Time,,,M00786,22,18-25,Male,Researcher,Kathmandu,Essential Machine Learning Handbook,Diana Norris,Psychology,2010,1675,0,2025
T001941,2025-07-16,2025-07-28,2025-07-27,Returned,On Time,11.0,0.0,M01866,72,65+,Male,Student,Nepalgunj,Modern Data Science Concepts,John Kelley,Fiction,2017,775,0,2025
T001942,2024-07-19,2024-07-28,,Borrowed,On Time,,,M00240,37,36-50,Male,Public,Pokhara,Essential AI Handbook,Terry Russo,Business,2019,1950,0,2024
T001943,2024-09-27,2024-10-13,2024-10-12,Returned,On Time,15.0,0.0,M01750,19,18-25,Male,Student,Kathmandu,Practical Marketing Techniques,Benjamin Owens,Fiction,2020,1200,0,2024
T001944,2025-06-30,2025-07-09,,Borrowed,On Time,,,M01078,25,18-25,Male,Public,Kathmandu,Essential Marketing Applications,Scott Buchanan,Marketing,2012,525,0,2025
T001945,2024-07-15,2024-08-04,2024-08-03,Returned,On Time,19.0,0.0,M01619,43,36-50,Male,Researcher,Pokhara,Modern Cloud Computing Guide,Austin Ware,Fiction,2015,1475,0,2024
T001946,2024-10-25,2024-11-10,2024-11-10,Returned,On Time,16.0,0.0,M00282,24,18-25,Female,Student,Nepalgunj,Practical Computer Science Guide,Angela Webb,Business,2023,1450,0,2024
T001947,2025-03-26,2025-04-07,2025-04-04,Returned,On Time,9.0,0.0,M00549,27,26-35,Male,Student,Kathmandu,Essential Machine Learning Handbook,Christopher Wright,Cyber Security,2015,2500,0,2025
T001948,2025-03-01,2025-03-24,2025-03-24,Returned,On Time,23.0,0.0,M00148,15,Under 18,Female,Faculty,Kathmandu,Advanced Finance Handbook,Donald Shaffer,Data Science,2020,1900,0,2025
T001949,2025-09-09,2025-09-18,2025-09-15,Returned,On Time,6.0,0.0,M00994,26,26-35,Male,Public,Pokhara,Practical Fiction Applications,April Franco,Finance,2017,1700,0,2025
T001950,2024-12-20,2025-01-11,2025-01-08,Returned,On Time,19.0,0.0,M01338,17,Under 18,Male,Researcher,Pokhara,Complete Computer Science Handbook,Natalie Fitzgerald,Fiction,2023,1550,0,2024
T001951,2024-05-20,2024-05-28,,Borrowed,On Time,,,M00767,19,18-25,Female,Public,Kathmandu,Complete Psychology Concepts,Amy Douglas,Psychology,2017,2150,0,2024
T001952,2025-04-01,2025-04-22,2025-04-22,Returned,On Time,21.0,0.0,M00333,18,18-25,Male,Faculty,Pokhara,Modern History Guide,Linda Deleon,Business,2024,2275,0,2025
T001953,2024-05-03,2024-05-22,2024-05-20,Returned,On Time,17.0,0.0,M00189,26,26-35,Female,Faculty,Pokhara,Complete Machine Learning Guide,Isabella Marquez,History,2018,2050,0,2024
T001954,2025-02-19,2025-02-27,2025-02-27,Returned,On Time,8.0,0.0,M00141,17,Under 18,Male,Public,Kathmandu,Advanced Self Help Concepts,Ronald Singh,Self Help,2024,425,0,2025
T001955,2024-01-04,2024-01-23,2024-02-08,Returned,Overdue,35.0,16.0,M00994,43,36-50,Female,Faculty,Kathmandu,Essential Business Guide,Angel Marshall,AI,2014,1650,160,2024
T001956,2024-03-16,2024-03-28,2024-04-04,Returned,Overdue,19.0,7.0,M02136,25,18-25,Male,Student,Biratnagar,Modern Economics Guide,Glenda Fisher,Fiction,2015,2125,70,2024
T001957,2024-01-09,2024-01-26,2024-01-26,Returned,On Time,17.0,0.0,M00782,52,51-65,Male,Student,Kathmandu,Essential Cyber Security Concepts,Christopher Long,Fiction,2011,1325,0,2024
T001958,2025-04-12,2025-04-28,,Borrowed,On Time,,,M02141,74,65+,Female,Student,Kathmandu,Complete Machine Learning Techniques,Devon Sexton,Self Help,2022,975,0,2025
T001959,2025-04-15,2025-04-26,2025-04-24,Returned,On Time,9.0,0.0,M00375,29,26-35,Male,Public,Pokhara,Advanced AI Techniques,Billy Barnett,History,2024,2275,0,2025
T001960,2024-10-11,2024-10-28,,Borrowed,On Time,,,M00208,52,51-65,Male,Student,Kathmandu,Practical Networking Techniques,Amber Allen,Business,2009,1250,0,2024
T001961,2025-09-09,2025-09-21,,Borrowed,On Time,,,M01490,17,Under 18,Male,Student,Biratnagar,Complete AI Handbook,Joseph Lindsey,Fiction,2021,900,0,2025
T001962,2024-04-22,2024-05-12,2024-05-11,Returned,On Time,19.0,0.0,M01838,19,18-25,Male,Researcher,Kathmandu,Modern Psychology Applications,Laura Griffith,Data Science,2017,825,0,2024
T001963,2024-02-23,2024-03-07,2024-03-05,Returned,On Time,11.0,0.0,M01744,38,36-50,Female,Public,Pokhara,Complete Self Help Concepts,Elizabeth Mendoza,Fiction,2020,1400,0,2024
T001964,2025-05-06,2025-05-30,2025-05-30,Returned,On Time,24.0,0.0,M00080,19,18-25,Male,Researcher,Kathmandu,Essential Business Applications,Jonathan Barnes,Psychology,2018,1525,0,2025
T001965,2024-03-06,2024-03-19,2024-03-18,Returned,On Time,12.0,0.0,M01600,17,Under 18,Female,Public,Biratnagar,Practical Business Techniques,Carol Freeman,Economics,2010,800,0,2024
T001966,2024-10-03,2024-10-19,2024-10-19,Returned,On Time,16.0,0.0,M01523,32,26-35,Female,Student,Kathmandu,Complete History Concepts,Kimberly Thomas,Fiction,2016,1375,0,2024
T001967,2024-02-19,2024-03-07,,Borrowed,On Time,,,M01250,31,26-35,Female,Student,Pokhara,Essential Psychology Concepts,Mary Johnson,Fiction,2012,1925,0,2024
T001968,2025-12-26,2026-01-03,2026-01-03,Returned,On Time,8.0,0.0,M00946,52,51-65,Female,Public,Nepalgunj,Essential Data Science Techniques,Amanda Peterson,Fiction,2010,1575,0,2025
T001969,2024-01-04,2024-01-14,2024-01-11,Returned,On Time,7.0,0.0,M01366,20,18-25,Female,Public,Kathmandu,Modern Machine Learning Handbook,Jennifer Mccarthy,Fiction,2018,400,0,2024
T001970,2024-12-17,2025-01-02,2025-01-02,Returned,On Time,16.0,0.0,M01024,19,18-25,Female,Student,Kathmandu,Modern Fiction Guide,Michael Humphrey,Data Science,2022,1050,0,2024
T001971,2025-09-01,2025-09-14,2025-09-12,Returned,On Time,11.0,0.0,M02129,30,26-35,Female,Student,Kathmandu,Practical Cyber Security Applications,Jeffrey Walsh,Economics,2021,2375,0,2025
T001972,2025-05-17,2025-05-29,2025-05-26,Returned,On Time,9.0,0.0,M01276,34,26-35,Female,Public,Biratnagar,Advanced Economics Techniques,Jeremy Price,History,2021,1800,0,2025
T001973,2025-11-18,2025-12-02,2025-12-01,Returned,On Time,13.0,0.0,M02070,29,26-35,Female,Student,Kathmandu,Practical Psychology Concepts,Jason Winters,Business,2012,575,0,2025
T001974,2025-12-16,2026-01-04,2026-01-03,Returned,On Time,18.0,0.0,M00304,77,65+,Male,Faculty,Biratnagar,Complete Data Science Concepts,Mr. Kenneth Rodriguez,History,2025,1400,0,2025
T001975,2024-02-02,2024-02-21,,Borrowed,On Time,,,M01819,74,65+,Female,Faculty,Biratnagar,Practical Psychology Applications,Daniel Decker,Psychology,2011,1150,0,2024
T001976,2024-04-24,2024-05-11,2024-05-10,Returned,On Time,16.0,0.0,M00299,76,65+,Male,Student,Kathmandu,Modern History Techniques,Susan Gonzalez,Cloud Computing,2017,1675,0,2024
T001977,2025-06-21,2025-07-15,2025-07-28,Returned,Overdue,37.0,13.0,M01303,28,26-35,Male,Researcher,Pokhara,Complete Marketing Guide,Donald Ortiz,Cyber Security,2015,1875,130,2025
T001978,2024-04-18,2024-04-29,2024-04-27,Returned,On Time,9.0,0.0,M00350,71,65+,Male,Public,Kathmandu,Practical Networking Concepts,Mary Singleton,Cyber Security,2013,625,0,2024
T001979,2025-05-30,2025-06-07,2025-06-07,Returned,On Time,8.0,0.0,M01744,31,26-35,Male,Public,Pokhara,Essential Self Help Concepts,Eddie Griffith,Fiction,2014,825,0,2025
T001980,2025-08-19,2025-09-10,,Borrowed,On Time,,,M01875,16,Under 18,Female,Researcher,Biratnagar,Modern Computer Science Techniques,Sandra Coleman,Psychology,2013,925,0,2025
T001981,2025-04-26,2025-05-07,2025-05-19,Returned,Overdue,23.0,12.0,M00285,26,26-35,Male,Public,Kathmandu,Practical History Handbook,Elizabeth Hansen,Finance,2021,1250,120,2025
T001982,2025-05-25,2025-06-09,2025-06-08,Returned,On Time,14.0,0.0,M00077,29,26-35,Male,Student,Biratnagar,Modern Self Help Concepts,Joel Berry,Self Help,2025,1225,0,2025
T001983,2024-02-24,2024-03-15,,Borrowed,On Time,,,M00954,61,51-65,Female,Researcher,Kathmandu,Advanced Marketing Handbook,Charles Murphy,Psychology,2024,550,0,2024
T001984,2025-05-11,2025-05-24,2025-06-17,Returned,Overdue,37.0,24.0,M01888,60,51-65,Female,Student,Pokhara,Practical Marketing Techniques,Matthew Fletcher,Marketing,2024,1150,240,2025
T001985,2025-09-29,2025-10-21,2025-10-18,Returned,On Time,19.0,0.0,M00633,15,Under 18,Female,Faculty,Biratnagar,Complete Finance Techniques,Cristina Wagner,Psychology,2017,400,0,2025
T001986,2025-07-18,2025-07-30,2025-07-27,Returned,On Time,9.0,0.0,M01202,23,18-25,Female,Public,Kathmandu,Essential Economics Guide,Brittany Andrews,Psychology,2013,2475,0,2025
T001987,2025-09-09,2025-09-22,,Borrowed,On Time,,,M01481,18,18-25,Male,Student,Kathmandu,Essential Economics Applications,Walter Nguyen,Data Science,2019,1400,0,2025
T001988,2024-02-16,2024-02-25,,Borrowed,On Time,,,M01492,48,36-50,Female,Public,Pokhara,Advanced AI Guide,Courtney Combs,Cyber Security,2018,2075,0,2024
T001989,2024-09-07,2024-09-22,,Borrowed,On Time,,,M01260,27,26-35,Female,Student,Pokhara,Practical Economics Techniques,Larry Thompson,Finance,2016,1900,0,2024
T001990,2025-10-24,2025-11-10,2025-11-10,Returned,On Time,17.0,0.0,M02195,24,18-25,Male,Student,Biratnagar,Complete Cloud Computing Concepts,Craig Mcbride,Fiction,2012,2075,0,2025
T001991,2025-10-18,2025-10-30,,Borrowed,On Time,,,M01840,27,26-35,Male,Public,Kathmandu,Practical Marketing Techniques,Diane Klein,Psychology,2020,1650,0,2025
T001992,2025-10-02,2025-10-19,2025-10-28,Returned,Overdue,26.0,9.0,M00807,21,18-25,Female,Student,Kathmandu,Practical Computer Science Guide,Heather Stephens,Computer Science,2020,2425,90,2025
T001993,2024-09-28,2024-10-11,,Borrowed,On Time,,,M01456,45,36-50,Male,Student,Biratnagar,Essential Networking Handbook,Sandra Rowe,Psychology,2016,1550,0,2024
T001994,2024-03-23,2024-04-09,2024-04-06,Returned,On Time,14.0,0.0,M02080,19,18-25,Male,Student,Pokhara,Complete Machine Learning Handbook,Christopher Nichols,Fiction,2020,2225,0,2024
T001995,2024-12-18,2025-01-03,2025-01-13,Returned,Overdue,26.0,10.0,M01717,76,65+,Male,Student,Pokhara,Modern Machine Learning Applications,Jamie Hartman,AI,2021,1225,100,2024
T001996,2025-02-26,2025-03-11,2025-03-16,Returned,Overdue,18.0,5.0,M00929,56,51-65,Male,Public,Pokhara,Essential Self Help Handbook,Dalton Campbell,Self Help,2021,350,50,2025
T001997,2025-09-05,2025-09-24,2025-10-21,Returned,Overdue,46.0,27.0,M01388,30,26-35,Male,Faculty,Pokhara,Essential Finance Techniques,Kristin Murray,Psychology,2022,2325,270,2025
T001998,2024-02-10,2024-03-03,,Borrowed,On Time,,,M01619,43,36-50,Female,Researcher,Kathmandu,Complete Networking Guide,Jennifer Mckay,Self Help,2024,475,0,2024
T001999,2025-02-12,2025-03-07,2025-03-07,Returned,On Time,23.0,0.0,M01229,16,Under 18,Male,Researcher,Nepalgunj,Essential Cyber Security Techniques,Christian Wright,Self Help,2010,2400,0,2025
T002000,2025-03-01,2025-03-10,2025-03-08,Returned,On Time,7.0,0.0,M00349,15,Under 18,Female,Public,Kathmandu,Practical Cyber Security Handbook,Tina Reynolds,History,2015,2050,0,2025
T002001,2025-07-30,2025-08-09,2025-08-09,Returned,On Time,10.0,0.0,M01979,64,51-65,Male,Public,Kathmandu,Practical Self Help Applications,Richard Werner,Fiction,2024,2250,0,2025
T002002,2025-11-19,2025-12-06,2025-12-04,Returned,On Time,15.0,0.0,M00265,16,Under 18,Male,Student,Pokhara,Essential Machine Learning Concepts,Tiffany Avila,Networking,2022,1625,0,2025
T002003,2024-03-30,2024-04-14,,Borrowed,On Time,,,M01052,16,Under 18,Male,Student,Kathmandu,Complete Business Guide,Ryan Davila,History,2025,2075,0,2024
T002004,2025-05-28,2025-06-13,2025-06-11,Returned,On Time,14.0,0.0,M00600,37,36-50,Female,Student,Kathmandu,Complete Data Science Guide,Lauren Hernandez,Fiction,2016,1650,0,2025
T002005,2024-09-09,2024-09-21,2024-09-20,Returned,On Time,11.0,0.0,M02026,22,18-25,Male,Student,Kathmandu,Modern Finance Handbook,Jennifer Rogers,Self Help,2012,825,0,2024
T002006,2024-09-03,2024-09-26,2024-09-26,Returned,On Time,23.0,0.0,M00137,15,Under 18,Female,Researcher,Kathmandu,Practical Cyber Security Concepts,Timothy Lindsey,Fiction,2013,1650,0,2024
T002007,2025-01-17,2025-02-01,2025-02-12,Returned,Overdue,26.0,11.0,M00880,43,36-50,Female,Student,Nepalgunj,Advanced Fiction Guide,Karen Anderson,Marketing,2012,450,110,2025
T002008,2025-09-11,2025-09-23,,Borrowed,On Time,,,M01209,43,36-50,Female,Student,Nepalgunj,Essential AI Guide,Alexander Hamilton,Fiction,2022,1750,0,2025
T002009,2024-04-26,2024-05-09,2024-05-06,Returned,On Time,10.0,0.0,M00395,28,26-35,Female,Student,Nepalgunj,Complete AI Guide,Charlene Wade,Networking,2025,2175,0,2024
T002010,2025-03-29,2025-04-08,2025-04-08,Returned,On Time,10.0,0.0,M01305,34,26-35,Female,Public,Pokhara,Advanced Cloud Computing Guide,Ricky Velazquez,Fiction,2012,2000,0,2025
T002011,2025-12-21,2026-01-01,2025-12-31,Returned,On Time,10.0,0.0,M01146,20,18-25,Male,Public,Kathmandu,Practical Fiction Techniques,Alan Ballard,Psychology,2008,2225,0,2025
T002012,2024-10-31,2024-11-10,2024-11-08,Returned,On Time,8.0,0.0,M01353,43,36-50,Female,Public,Kathmandu,Essential Economics Applications,Matthew Miller,Computer Science,2016,1700,0,2024
T002013,2025-12-01,2025-12-15,2025-12-13,Returned,On Time,12.0,0.0,M01735,54,51-65,Male,Student,Pokhara,Complete Cloud Computing Concepts,Gregory Swanson,Networking,2014,1800,0,2025
T002014,2025-01-16,2025-02-02,2025-02-08,Returned,Overdue,23.0,6.0,M00198,34,26-35,Female,Student,Nepalgunj,Advanced Self Help Concepts,Sharon Roberts,Finance,2015,2125,60,2025
T002015,2025-01-04,2025-01-21,2025-01-19,Returned,On Time,15.0,0.0,M01208,25,18-25,Male,Student,Biratnagar,Practical Psychology Techniques,Amanda Lopez,Fiction,2012,2450,0,2025
T002016,2025-04-26,2025-05-10,2025-05-10,Returned,On Time,14.0,0.0,M01921,45,36-50,Male,Student,Kathmandu,Practical Psychology Guide,Evelyn Castillo,Fiction,2020,2450,0,2025
T002017,2025-08-29,2025-09-17,,Borrowed,On Time,,,M01804,68,65+,Male,Faculty,Kathmandu,Essential History Concepts,Tina Greene,Fiction,2013,1425,0,2025
T002018,2024-08-07,2024-08-24,2024-08-24,Returned,On Time,17.0,0.0,M00368,33,26-35,Male,Student,Pokhara,Advanced Finance Techniques,Craig Keller,Fiction,2014,550,0,2024
T002019,2024-04-21,2024-05-02,,Borrowed,On Time,,,M01257,69,65+,Female,Public,Biratnagar,Practical Business Concepts,Katherine Frost,AI,2013,950,0,2024
T002020,2024-04-25,2024-05-15,2024-06-19,Returned,Overdue,55.0,35.0,M00768,24,18-25,Male,Researcher,Biratnagar,Practical Finance Concepts,Derek Villanueva,Computer Science,2015,1225,350,2024
T002021,2025-03-22,2025-03-31,2025-03-30,Returned,On Time,8.0,0.0,M00180,77,65+,Female,Public,Kathmandu,Advanced Marketing Applications,Amy Bonilla,Machine Learning,2021,1050,0,2025
T002022,2025-11-15,2025-11-27,2025-12-05,Returned,Overdue,20.0,8.0,M02016,20,18-25,Female,Student,Biratnagar,Practical Data Science Handbook,Ray Forbes,Psychology,2017,1000,80,2025
T002023,2024-05-03,2024-05-25,,Borrowed,On Time,,,M01493,19,18-25,Female,Faculty,Kathmandu,Advanced Marketing Techniques,Brian Robinson,Psychology,2020,1400,0,2024
T002024,2024-01-26,2024-02-18,,Borrowed,On Time,,,M01162,18,18-25,Female,Researcher,Kathmandu,Essential Machine Learning Concepts,Vanessa Flores,Marketing,2009,2150,0,2024
T002025,2024-11-05,2024-11-16,2024-11-25,Returned,Overdue,20.0,9.0,M00962,19,18-25,Male,Public,Pokhara,Complete Fiction Handbook,Gina Hernandez,Machine Learning,2018,1800,90,2024
T002026,2024-11-12,2024-11-26,2024-12-01,Returned,Overdue,19.0,5.0,M00236,22,18-25,Male,Student,Pokhara,Advanced Cloud Computing Guide,John Barry,Fiction,2014,1375,50,2024
T002027,2024-12-17,2025-01-01,2024-12-29,Returned,On Time,12.0,0.0,M01204,21,18-25,Female,Student,Nepalgunj,Advanced Computer Science Applications,Jennifer Harrington,Marketing,2015,1525,0,2024
T002028,2024-02-11,2024-02-23,,Borrowed,On Time,,,M00326,66,65+,Male,Student,Pokhara,Practical Finance Techniques,Rebecca Small,History,2020,1875,0,2024
T002029,2025-06-27,2025-07-05,2025-07-02,Returned,On Time,5.0,0.0,M02068,21,18-25,Male,Public,Biratnagar,Essential Cloud Computing Handbook,Gerald Wood,Computer Science,2013,1825,0,2025
T002030,2024-07-24,2024-08-17,2024-08-26,Returned,Overdue,33.0,9.0,M01235,20,18-25,Female,Researcher,Kathmandu,Advanced Fiction Applications,Kyle Mueller,Business,2024,2475,90,2024
T002031,2024-10-13,2024-10-28,2024-11-07,Returned,Overdue,25.0,10.0,M01401,20,18-25,Male,Student,Kathmandu,Modern Psychology Applications,Kevin Rivas,Machine Learning,2010,1250,100,2024
T002032,2024-02-27,2024-03-11,2024-03-25,Returned,Overdue,27.0,14.0,M01718,37,36-50,Female,Student,Pokhara,Complete Data Science Applications,Charles Williams,Data Science,2024,1725,140,2024
T002033,2024-07-27,2024-08-12,,Borrowed,On Time,,,M00667,50,36-50,Female,Student,Kathmandu,Advanced Networking Applications,Richard Gordon,Self Help,2023,700,0,2024
T002034,2024-01-22,2024-02-15,2024-02-13,Returned,On Time,22.0,0.0,M00496,65,51-65,Male,Faculty,Pokhara,Advanced Networking Handbook,Diana Wiggins,Fiction,2018,1300,0,2024
T002035,2025-09-12,2025-09-24,2025-09-21,Returned,On Time,9.0,0.0,M01724,65,51-65,Male,Student,Kathmandu,Essential Data Science Concepts,Benjamin Jackson,Data Science,2019,1950,0,2025
T002036,2024-03-25,2024-04-06,,Borrowed,On Time,,,M01054,62,51-65,Female,Public,Kathmandu,Practical Cloud Computing Concepts,Barbara Cordova,AI,2013,2075,0,2024
T002037,2025-09-25,2025-10-07,2025-10-05,Returned,On Time,10.0,0.0,M00378,22,18-25,Male,Student,Kathmandu,Essential Economics Guide,Robert Allen,Self Help,2025,1150,0,2025
T002038,2024-10-07,2024-10-18,2024-10-18,Returned,On Time,11.0,0.0,M00027,48,36-50,Male,Public,Kathmandu,Essential Computer Science Guide,Janet Quinn,Psychology,2023,1200,0,2024
T002039,2024-01-25,2024-02-02,2024-02-11,Returned,Overdue,17.0,9.0,M02123,26,26-35,Male,Public,Kathmandu,Modern History Handbook,Steven Manning,Business,2008,1975,90,2024
T002040,2025-02-22,2025-03-14,2025-03-11,Returned,On Time,17.0,0.0,M01934,15,Under 18,Male,Faculty,Nepalgunj,Modern Computer Science Applications,Thomas Patterson,Self Help,2009,750,0,2025
T002041,2024-07-15,2024-08-01,2024-07-30,Returned,On Time,15.0,0.0,M01390,73,65+,Male,Student,Kathmandu,Practical Networking Concepts,Amy Cook,Fiction,2020,1150,0,2024
T002042,2024-07-16,2024-07-26,,Borrowed,On Time,,,M01918,18,18-25,Female,Public,Kathmandu,Complete Self Help Guide,Joseph Patel,Fiction,2013,2175,0,2024
T002043,2024-09-14,2024-10-07,,Borrowed,On Time,,,M01335,67,65+,Male,Researcher,Biratnagar,Modern Machine Learning Handbook,David Vasquez,Fiction,2014,1575,0,2024
T002044,2024-10-12,2024-10-28,,Borrowed,On Time,,,M00518,30,26-35,Female,Student,Kathmandu,Complete AI Concepts,Phillip Roth,Marketing,2019,350,0,2024
T002045,2024-08-20,2024-09-10,,Borrowed,On Time,,,M01374,49,36-50,Male,Faculty,Pokhara,Advanced Psychology Handbook,Linda Ortiz,Fiction,2023,1575,0,2024
T002046,2024-02-16,2024-02-28,2024-02-25,Returned,On Time,9.0,0.0,M00330,15,Under 18,Male,Student,Kathmandu,Practical Self Help Guide,Jackie Martin,Psychology,2008,2375,0,2024
T002047,2024-02-13,2024-03-07,,Borrowed,On Time,,,M00479,15,Under 18,Male,Faculty,Pokhara,Modern Computer Science Techniques,Ralph Clements,Cloud Computing,2015,1700,0,2024
T002048,2025-05-07,2025-05-31,2025-05-28,Returned,On Time,21.0,0.0,M00403,20,18-25,Male,Faculty,Kathmandu,Essential Finance Concepts,Joyce Johnson,Psychology,2017,925,0,2025
T002049,2024-07-04,2024-07-13,2024-07-23,Returned,Overdue,19.0,10.0,M01415,16,Under 18,Female,Public,Kathmandu,Advanced Self Help Applications,Kathleen Reeves,Self Help,2018,625,100,2024
T002050,2025-06-03,2025-06-16,2025-06-14,Returned,On Time,11.0,0.0,M00837,55,51-65,Male,Public,Kathmandu,Advanced Business Handbook,Michael Gregory,Business,2019,1075,0,2025
T002051,2024-12-29,2025-01-22,2025-01-30,Returned,Overdue,32.0,8.0,M00219,51,51-65,Female,Researcher,Pokhara,Essential Machine Learning Guide,Tiffany Fischer,Machine Learning,2017,1075,80,2024
T002052,2025-02-27,2025-03-12,2025-03-23,Returned,Overdue,24.0,11.0,M01509,20,18-25,Male,Public,Biratnagar,Practical Psychology Techniques,Bianca Thomas,Self Help,2009,675,110,2025
T002053,2024-05-27,2024-06-10,2024-06-08,Returned,On Time,12.0,0.0,M00249,24,18-25,Male,Student,Kathmandu,Complete Machine Learning Applications,Mrs. Michelle Burnett,Fiction,2014,1875,0,2024
T002054,2024-07-04,2024-07-17,2024-07-15,Returned,On Time,11.0,0.0,M00627,17,Under 18,Female,Public,Kathmandu,Essential Data Science Techniques,Jeffrey Butler,Fiction,2010,1600,0,2024
T002055,2025-10-09,2025-10-23,2025-10-23,Returned,On Time,14.0,0.0,M01675,30,26-35,Male,Student,Biratnagar,Advanced Networking Handbook,Paul Mclaughlin,AI,2018,2275,0,2025
T002056,2025-08-22,2025-09-04,2025-09-04,Returned,On Time,13.0,0.0,M01558,24,18-25,Female,Student,Kathmandu,Advanced Cloud Computing Techniques,Brittany Porter,History,2009,400,0,2025
T002057,2025-02-26,2025-03-11,,Borrowed,On Time,,,M01576,76,65+,Male,Student,Kathmandu,Complete Psychology Guide,James Fields,Marketing,2008,1325,0,2025
T002058,2025-03-03,2025-03-20,2025-03-17,Returned,On Time,14.0,0.0,M00707,19,18-25,Female,Student,Pokhara,Complete Marketing Applications,Janice Bond,Fiction,2013,375,0,2025
T002059,2025-12-12,2025-12-27,2026-01-09,Returned,Overdue,28.0,13.0,M02026,60,51-65,Male,Student,Kathmandu,Practical Economics Concepts,Michael Tyler,Machine Learning,2022,1500,130,2025
T002060,2024-01-21,2024-01-31,2024-01-29,Returned,On Time,8.0,0.0,M01184,24,18-25,Male,Public,Pokhara,Advanced Psychology Guide,Jennifer Johnson MD,Fiction,2008,825,0,2024
T002061,2024-04-16,2024-05-09,2024-05-09,Returned,On Time,23.0,0.0,M01471,21,18-25,Female,Researcher,Pokhara,Practical History Handbook,Katie Smith,Data Science,2020,2425,0,2024
